date,sales,expenses,marketing_spend,employee_count,seasonality,competition_level,customer_satisfaction,market_growth,profit,month,expense_ratio,marketing_ratio,profit_margin,sales_per_employee,marketing_efficiency,year,quarter,day_of_year,day_of_week,is_quarter_end,sales_lag_7,profit_lag_7,sales_growth
2022-04-13,28691.33766325681,17233.771515677887,4443.631556656995,17.0,0.9829265519799825,1,2.8739269099614932,1.0337337337337338,-6586.065409078071,4,0.600661137446655,0.1548771133925789,-22.95489142533926,1687.7257448974594,6.456731908898788,2022,2,103,2,0,28804.294059400076,-7299.246667224394,-5.8824110759726045
2022-04-14,25279.17412235383,15509.16896981783,2653.1653766156082,18.0,0.9796136916454901,2,4.1131107812579195,1.0342342342342343,-7283.160224079609,4,0.6135156510553644,0.10495459083330856,-28.810910470525485,1404.3985623529907,9.527930051084896,2022,2,104,3,0,25642.200652866304,-8372.372471322664,-11.892661056625197
2022-04-15,27706.853634284143,16519.455270780807,4457.493275604847,18.0,0.9760105506323685,3,3.168884046180114,1.0347347347347349,-7670.094912101511,4,0.5962227068013173,0.16088052921639562,-27.683023894891562,1539.269646349119,6.2157925814312165,2022,2,105,4,0,26586.47511545346,-6612.345109035961,9.6034763642993
2022-04-16,29077.847048720934,17983.197253115566,1866.7131127408707,16.0,0.9721181966290613,2,3.868637794892774,1.0352352352352352,-3572.063317135502,4,0.6184500944304473,0.0641970882374176,-12.284483480329156,1817.3654405450584,15.577030476861175,2022,2,106,5,0,26363.66228356416,-5782.4495118974955,4.948210405025355
2022-04-17,24748.202661405252,16030.857844152832,2152.5985407182648,23.0,0.9679377830240643,3,2.282132545374605,1.0357357357357357,-11835.253723465845,4,0.6477584680988938,0.08697999487757693,-47.8226798341315,1076.0088113654458,11.496896515198527,2022,2,107,6,0,26515.19708002312,-7335.923141196088,-14.88983823341946
2022-04-18,26091.847660538842,15262.115580005815,3174.1069684221193,22.0,0.963470548564149,2,4.138380203665524,1.0362362362362363,-9944.374887889091,4,0.584938091720049,0.12165129161100462,-38.112957799186084,1185.9930754790382,8.220216873632763,2022,2,108,0,0,28188.641214217874,-3223.342184653535,5.4292629550387606
2022-04-19,28620.313785639933,16481.665969807073,3009.925957540571,18.0,0.9587178169872963,5,3.05591261765732,1.0367367367367368,-5271.278141707709,4,0.5758730003189779,0.10516746881548107,-18.417960687602736,1590.017432535552,9.50864379701412,2022,2,109,1,0,30484.565096983868,-5099.513795966797,9.690636546698572
2022-04-20,27642.312333711645,16737.296698029426,2719.7032716941026,20.0,0.9536809966304456,5,3.5097357458263243,1.0372372372372374,-7814.687636011884,4,0.6054955351046075,0.09838913759675752,-28.270745014632336,1382.1156166855822,10.163723602278587,2022,2,110,2,0,28691.33766325681,-6586.065409078071,-3.417158383563901
2022-04-21,28274.933215813864,17325.74118205139,2282.1504807270235,20.0,0.9483615800121717,3,3.425700398885558,1.0377377377377377,-7332.958446964551,4,0.6127597561348542,0.0807128513198624,-25.934485471616625,1413.746660790693,12.389600709768416,2022,2,111,3,0,25279.17412235383,-7283.160224079609,2.288596100300544
2022-04-22,27778.77744837488,16551.83328210254,1723.292659113349,22.0,0.942761143390421,3,2.482761183286173,1.0382382382382382,-8096.348492841009,4,0.5958445548175433,0.062036303156824686,-29.145805670849146,1262.6717021988582,16.119593675207398,2022,2,112,4,0,27706.853634284143,-7670.094912101511,-1.7547548694526682
2022-04-23,28373.62751306635,17750.80683950033,2678.2648742845936,18.0,0.9368813462954314,3,2.5775325346081743,1.0387387387387388,-6455.4442007185735,4,0.6256093561292401,0.09439275514035789,-22.751564627208047,1576.3126396147973,10.594033392849312,2022,2,113,5,0,29077.847048720934,-3572.063317135502,2.1413831684888196
2022-04-24,28622.736871873676,16504.33922326258,1983.985731883565,22.0,0.9307239310379796,3,4.2742355752027406,1.0392392392392393,-7465.588083272471,4,0.5766163905688796,0.06931502535081269,-26.082719191708676,1301.0334941760761,14.426886449782932,2022,2,114,6,0,24748.202661405252,-11835.253723465845,0.8779609117396392
2022-04-25,27725.057357954538,16981.49372628853,2823.6263840081897,18.0,0.9242907221930936,4,3.8191937260013566,1.0397397397397399,-6480.062752342181,4,0.6124962522905801,0.10184384282970903,-23.37258555926125,1540.2809643308076,9.818953922153932,2022,2,115,0,0,26091.847660538842,-9944.374887889091,-3.1362462574333616
2022-04-26,28460.715568461954,16773.498930697726,1681.0104420955154,17.0,0.9175836260593944,3,4.3400392332427415,1.0402402402402402,-3593.793804331288,4,0.5893561913560904,0.05906423673894855,-12.627208179943525,1674.1597393212915,16.93071908166339,2022,2,116,1,0,28620.313785639933,-5271.278141707709,2.653405549389598
2022-04-27,26148.872550405402,16549.012483346887,1739.4082933336006,21.0,0.9106046300942163,4,3.759726588402015,1.0407407407407407,-8939.548226275085,4,0.6328767120435683,0.06651943750082003,-34.18712684091035,1245.184407162162,15.033199882179886,2022,2,117,2,0,27642.312333711645,-7814.687636011884,-8.122926538847686
2022-04-28,28770.110882372857,18258.324206007776,2988.0280707151665,22.0,0.903355802324684,5,3.614392507847373,1.0412412412412413,-10076.241394350085,4,0.6346282181760536,0.10385876102222115,-35.02329704444654,1307.73231283513,9.628460711042418,2022,2,118,3,0,28274.933215813864,-7332.958446964551,10.02428814823535
2022-04-29,27019.603271245374,15828.433668855549,2802.1478960636073,25.0,0.8958392907349094,3,2.1191915050665866,1.0417417417417418,-11610.978293673781,4,0.5858129562435278,0.10370795854895808,-42.97242330730422,1080.784130849815,9.642461523605478,2022,2,119,4,0,27778.77744837488,-8096.348492841009,-6.084465987234
2022-04-30,27178.901243071647,16032.562177888696,3321.136756085053,17.0,0.8880573226294932,3,3.2837066425910644,1.0422422422422424,-5774.797690902103,4,0.5898900045481295,0.12219540173397062,-21.24735521592947,1598.7588966512733,8.183613997006875,2022,2,120,5,0,28373.62751306635,-6455.4442007185735,0.5895644367058361
2022-05-01,27697.916688848898,17048.54395679924,2659.0938012339557,21.0,0.8800122039735359,1,3.478092543677005,1.0427427427427427,-8809.721069184297,5,0.6155171938856663,0.09600338650395679,-31.806439336757286,1318.9484137547095,10.41629922043203,2022,2,121,6,0,28622.736871873676,-7465.588083272471,1.9096262984860557
2022-05-02,24781.122860145202,14675.108391192363,2780.7685412298397,19.0,0.8717063187093216,2,5.0,1.0432432432432432,-6582.642430260694,5,0.5921890010397365,0.11221317762408875,-26.563132217254676,1304.2696242181685,8.911609324084683,2022,2,122,0,0,27725.057357954538,-6480.062752342181,-10.53073363412198
2022-05-03,23907.799588111877,14321.974143901007,3084.8304768355247,21.0,0.8631421280499113,3,4.049565305678942,1.0437437437437438,-10299.005032624655,5,0.5990502844528859,0.129030296806129,-43.07801307547275,1138.4666470529464,7.750117799872404,2022,2,123,1,0,28460.715568461954,-3593.793804331288,-3.5241472993859713
2022-05-04,26463.03418429123,15890.514720845944,2573.3623169872226,17.0,0.8543221697498272,2,4.728848945367623,1.0442442442442443,-5600.842853541935,5,0.600479695948046,0.09724366068781337,-21.164779573412112,1556.6490696641902,10.283446683587474,2022,2,124,2,0,26148.872550405402,-8939.548226275085,10.687870235661268
2022-05-05,29987.787985612376,17032.836213268598,1447.1570686809423,17.0,0.8452490573530637,4,3.9780301647157827,1.0447447447447449,-2092.2052963371643,5,0.5679924181617083,0.04825821328919837,-6.976857704012608,1763.9875285654339,20.72186125100139,2022,2,125,3,0,28770.110882372857,-10076.241394350085,13.31953764928997
2022-05-06,26540.47797323081,15917.367910891368,2808.3813043245577,18.0,0.8359254794186368,2,2.9309574184404164,1.0452452452452452,-6585.271241985116,5,0.5997393086494487,0.10581502364641437,-24.812180280351907,1474.4709985128227,9.450453872614013,2022,2,126,4,0,27019.603271245374,-11610.978293673781,-11.495712901650258
2022-05-07,32381.19771666701,19083.85474296812,4668.523880059096,20.0,0.8263541987239097,3,3.593699372919881,1.0457457457457457,-7371.180906360205,5,0.5893498724151707,0.14417390983830558,-22.763768563650643,1619.0598858333506,6.936067705464349,2022,2,127,5,0,27178.901243071647,-5774.797690902103,22.00683706347435
2022-05-08,26560.032297364654,15689.457967218907,3008.568607839828,18.0,0.8165380514459165,3,3.6889789170113865,1.0462462462462463,-6537.994277694081,5,0.5907168256258352,0.11327428273264355,-24.615912377270696,1475.5573498535919,8.828129173505847,2022,2,128,6,0,27697.916688848898,-8809.721069184297,-17.976992297311256
2022-05-09,26916.14834160469,16871.505006697218,1689.8373153492691,21.0,0.8064799463209444,4,2.7486755441834547,1.0467467467467468,-8445.193980441796,5,0.6268172099727465,0.06278154265992295,-31.375937869193322,1281.7213496002234,15.92824829770163,2022,2,129,0,0,24781.122860145202,-6582.642430260694,1.3407967289082334
2022-05-10,30843.13570493831,17877.627975823358,2332.475891469133,22.0,0.7961828637826157,3,3.192490098725663,1.0472472472472474,-6966.96816235418,5,0.5796306882299571,0.0756238248206287,-22.588391235585995,1401.9607138608324,13.223345980871622,2022,2,130,1,0,23907.799588111877,-10299.005032624655,14.589707685863873
2022-05-11,30734.153869359492,18847.09491498968,2294.0931591711696,21.0,0.7856498550787148,4,3.3353864050582622,1.0477477477477477,-7207.034204801359,5,0.6132296660940241,0.07464312077445127,-23.449593684719698,1463.5311366361664,13.39708186936201,2022,2,131,2,0,26463.03418429123,-5600.842853541935,-0.3533422691564092
2022-05-12,29538.06151654551,17583.3554447614,2521.4983267238013,23.0,0.7748840413670415,3,4.784495866052095,1.0482482482482482,-8966.792254939694,5,0.5952779072828535,0.08536438064195255,-30.356739049774866,1284.2635441976308,11.714487851722868,2022,2,132,3,0,29987.787985612376,-2092.2052963371643,-3.8917367235752343
2022-05-13,28916.90920675942,17210.265439807736,3229.338185871517,21.0,0.7638886127905427,3,1.8354075796872173,1.0487487487487488,-8322.694418919831,5,0.5951626889565632,0.11167646454817684,-28.7814107635486,1376.9956765123534,8.954438198288445,2022,2,133,4,0,26540.47797323081,-6585.271241985116,-2.1028878602549983
2022-05-14,28072.578647584396,17238.733136576495,1492.647187760988,18.0,0.7526668275320086,1,4.464654736572834,1.0492492492492493,-5058.801676753086,5,0.6140772941804498,0.05317100386463528,-18.0204381658697,1559.5877026435776,18.807243183631385,2022,2,134,5,0,32381.19771666701,-7371.180906360205,-2.9198506421898696
2022-05-15,26999.209664569087,16369.551446025896,3942.4279902874555,23.0,0.7412220108485964,3,2.750563812032494,1.0497497497497499,-11712.769771744264,5,0.606297430532108,0.1460201257469059,-43.3818986454069,1173.878681068221,6.848371037108146,2022,2,135,6,0,26560.032297364654,-6537.994277694081,-3.823549651387903
2022-05-16,29104.163321541742,17747.80449153481,4105.700683269613,19.0,0.7295575540864886,4,2.4023366501843086,1.0502502502502504,-7949.341853262682,5,0.609802944529197,0.14106918786532294,-27.313418239990757,1531.7980695548285,7.088720188526838,2022,2,136,0,0,26916.14834160469,-8445.193980441796,7.796352867821077
2022-05-17,27874.806499932212,17208.97623022576,3210.6250158249186,22.0,0.7176769136759622,3,4.443953704030771,1.0507507507507508,-10144.794746118465,5,0.617366661550372,0.11518017231196659,-36.39413513468923,1267.0366590878277,8.682049869585978,2022,2,137,1,0,30843.13570493831,-6966.96816235418,-4.223989564749342
2022-05-18,24805.633481167795,14717.725897109016,3447.85878932226,23.0,0.7055836101071772,4,4.085518455387505,1.0512512512512513,-11759.95120526348,5,0.5933219124713173,0.13899499047020275,-47.408388962094136,1078.5058035290347,7.194503892673574,2022,2,138,2,0,30734.153869359492,-7207.034204801359,-11.010562598064599
2022-05-19,27574.206432946004,16238.405492513728,1470.7261442134727,21.0,0.6932812268869772,3,4.503614961904952,1.0517517517517518,-6934.925203781197,5,0.5888983797956876,0.05333702523007991,-25.150044555752878,1313.057449187905,18.748702157390674,2022,2,139,3,0,29538.06151654551,-8966.792254939694,11.16106530349279
2022-05-20,26329.592302409255,15255.180118166654,2126.759940108316,17.0,0.6807734094770164,2,4.140561558036461,1.0522522522522522,-4652.347755865714,5,0.5793929485482671,0.08077451088802882,-17.669653606599926,1548.7995472005443,12.380143055105828,2022,2,140,4,0,28916.90920675942,-8322.694418919831,-4.5136897540944965
2022-05-21,26011.726288715006,15194.330508239525,2877.026846506245,18.0,0.6680638642135339,1,5.0,1.052752752752753,-6459.6310660307645,5,0.5841338763752667,0.11060499463099539,-24.83353466945109,1445.0959049286114,9.041183025560809,2022,2,141,5,0,28072.578647584396,-5058.801676753086,-1.2072576363636456
2022-05-22,27627.226194512325,18050.882929361756,4032.6818835917866,23.0,0.6551563572090847,3,3.946979069555588,1.0532532532532533,-12856.33861844122,5,0.6533729735396764,0.14596767171627276,-46.53503224654131,1201.1837475874925,6.8508320249415755,2022,2,142,6,0,26999.209664569087,-11712.769771744264,6.2106600994728645
2022-05-23,27773.034441926713,17286.160455524423,3106.4340726643895,20.0,0.6420547132365636,4,3.374818099101473,1.0537537537537538,-8619.5600862621,5,0.6224080588554234,0.11185072625607147,-31.035715972216,1388.6517220963356,8.940487321562815,2022,2,143,0,0,29104.163321541742,-7949.341853262682,0.5277701293203041
2022-05-24,27176.83519470026,15630.563933716145,1795.301482980036,20.0,0.6287628145958348,4,3.774341101857074,1.0542542542542543,-6249.030221995921,5,0.575142904673619,0.06605999080165659,-22.99395855781817,1358.841759735013,15.137755665187331,2022,2,144,1,0,27874.806499932212,-10144.794746118465,-2.146683857945386
2022-05-25,28530.52196147718,16457.084198514523,4148.786653016805,22.0,0.6152845999633285,2,4.494775302676771,1.0547547547547547,-9675.348890054147,5,0.5768238036701677,0.14541572911349568,-33.91227438151363,1296.8419073398718,6.876835168357262,2022,2,145,2,0,24805.633481167795,-11759.95120526348,4.9810316656771825
2022-05-26,25455.85112624553,15514.443706606562,1293.9290436212946,22.0,0.6016240632249223,3,2.8764997397919063,1.0552552552552554,-8952.521623982328,5,0.6094647407255944,0.05083031941081813,-35.16881670773163,1157.0841421020696,19.67329758284328,2022,2,146,3,0,27574.206432946004,-6934.925203781197,-10.776777373309788
2022-05-27,26593.837241559697,16229.9347436248,3419.250929766231,21.0,0.5877852522924734,3,2.9784891339748953,1.0557557557557558,-9855.348431831335,5,0.6102893161375509,0.1285730561824592,-37.05876794804859,1266.3732019790332,7.77767931860382,2022,2,147,4,0,26329.592302409255,-4652.347755865714,4.470430431378825
2022-05-28,25630.10006049082,15652.501953953171,3642.9550035185184,20.0,0.5737722679043255,3,3.252831988321674,1.0562562562562563,-9665.356896980871,5,0.6107077973558807,0.14213580887006322,-37.710960449507425,1281.5050030245409,7.035524741792362,2022,2,148,5,0,26011.726288715006,-6459.6310660307645,-3.623911706742311
2022-05-29,23342.10112117685,13877.78277592926,1170.9333801053253,20.0,0.5595892624101764,2,1.8163337609877341,1.0567567567567568,-7706.615034857736,5,0.5945387137124003,0.050164009402007506,-33.0159440011422,1167.1050560588424,19.93461072830397,2022,2,149,6,0,27627.226194512325,-12856.33861844122,-8.926999636809663
2022-05-30,26253.486425606443,15689.364725362415,2916.1129289119262,22.0,0.5452404385406511,2,3.6104627267340375,1.0572572572572572,-9951.9912286679,5,0.5976107123836981,0.11107526374354927,-37.90731283202518,1193.3402920730202,9.002904573864452,2022,2,150,0,0,27773.034441926713,-8619.5600862621,12.472678827478267
2022-05-31,27231.0990797887,16502.599209952896,1682.2852243580642,22.0,0.5307300481619339,2,1.991097036839179,1.057757757757758,-8553.78535452226,5,0.6060203138183782,0.06177808759862652,-31.411825609606037,1237.7772308994863,16.186969180674872,2022,2,151,1,0,27176.83519470026,-6249.030221995921,3.7237441090061774
2022-06-01,29450.326769241496,17713.14256469156,2274.2888717985024,20.0,0.5160623910158538,1,3.542447450346095,1.0582582582582583,-6537.104667248566,6,0.6014582691554892,0.07722457172101108,-22.19705308694927,1472.5163384620748,12.949246304825053,2022,2,152,2,0,28530.52196147718,-9675.348890054147,8.149607487198107
2022-06-02,26913.144016575898,15038.23622357177,2255.776238946338,23.0,0.5012418134457756,2,4.1922318049082,1.0587587587587588,-8780.868445942211,6,0.5587692101045374,0.08381689770459362,-32.62669140600609,1170.1366963728651,11.930768465380634,2022,2,153,3,0,25455.85112624553,-8952.521623982328,-8.615125979910964
2022-06-03,25261.262988434904,15041.857977773345,2540.8388310298233,20.0,0.4862727071086906,1,3.1184988314849313,1.0592592592592593,-8321.433820368264,6,0.5954515411466085,0.10058241475072202,-32.94147970423323,1263.0631494217453,9.9420957677179,2022,2,154,4,0,26593.837241559697,-9855.348431831335,-6.137822571467655
2022-06-04,30069.000344493576,17615.696989565986,4537.306411978662,19.0,0.4711595076738632,3,4.841692696149497,1.0597597597597597,-7284.003057051073,6,0.5858424552777619,0.15089648342132406,-24.224294035717637,1582.5789654996618,6.627059672476663,2022,2,155,5,0,25630.10006049082,-9665.356896980871,19.032054566154287
2022-06-05,27151.0336862036,16378.225921176414,3123.705247540933,19.0,0.45590669350846025,3,2.33159928046521,1.0602602602602604,-7550.897482513748,6,0.6032266067828854,0.11504921999077326,-27.810718257664814,1429.001772958084,8.691932027702562,2022,2,156,6,0,23342.10112117685,-7706.615034857736,-9.70423567414782
2022-06-06,27930.69236345966,18251.0449193775,2601.4029344203627,19.0,0.44051878435049524,5,4.453008545305466,1.0607607607607608,-8121.755490338201,6,0.6534404762287395,0.09313778908766505,-29.078246198305813,1470.0364401820873,10.736780524806742,2022,2,157,0,0,26253.486425606443,-9951.9912286679,2.8715616733672844
2022-06-07,25720.491179792552,15616.035540612684,3381.856161121812,20.0,0.4250003399695548,2,4.040109645125536,1.0612612612612613,-9277.400521941943,6,0.6071437528720878,0.13148489807141733,-36.07007524502792,1286.0245589896276,7.605436173033652,2022,2,158,1,0,27231.0990797887,-8553.78535452226,-7.913162892297665
2022-06-08,25574.7172855655,15188.0655282531,3185.984451076385,23.0,0.40935595881562115,3,2.127173401351449,1.0617617617617618,-11199.332693763985,6,0.5938703196076119,0.12457554918405964,-43.79064123647202,1111.9442298071956,8.027257407651529,2022,2,159,2,0,29450.326769241496,-6537.104667248566,-0.5667617045415518
2022-06-09,25355.19668397215,15674.018761371915,1472.1206843208429,19.0,0.39359027665646695,3,5.0,1.0622622622622622,-6990.942761720609,6,0.6181777627968461,0.05805991973438008,-27.572031283590132,1334.4840359985342,17.22358564350291,2022,2,160,3,0,26913.144016575898,-8780.868445942211,-0.8583500616730189
2022-06-10,26679.698501993917,16249.163044800956,4070.3525660794485,21.0,0.37770796520396555,1,3.449003771596827,1.062762762762763,-10439.817108886487,6,0.6090459771719897,0.15256366430734775,-39.130191475388166,1270.4618334282818,6.554640677648158,2022,2,161,4,0,25261.262988434904,-8321.433820368264,5.2237883796777185
2022-06-11,27981.358072156054,16998.862088519552,1517.2847838452442,19.0,0.36171373072976704,4,2.7980127822754945,1.0632632632632633,-5734.788800208742,6,0.6075066851538895,0.05422484426712218,-20.495033820089557,1472.703056429266,18.44173115691775,2022,2,162,5,0,30069.000344493576,-7284.003057051073,4.878839129553336
2022-06-12,28775.555573134974,17568.758640488817,4083.9983346831386,20.0,0.34561231267073333,1,2.3743302441727865,1.0637637637637638,-8877.201402036982,6,0.6105445504201181,0.14192595949375808,-30.849800204465172,1438.7777786567488,7.045927352310627,2022,2,163,6,0,27151.0336862036,-7550.897482513748,2.8383093448534957
2022-06-13,25862.128714770763,16545.549011277228,1679.8629514234306,18.0,0.3294084822245307,5,3.3239855778722607,1.0642642642642643,-6763.283247929896,6,0.6397597503962421,0.0649545507235838,-26.151301474526917,1436.7849285983757,15.395380136728718,2022,2,164,0,0,27930.69236345966,-8121.755490338201,-10.12465893476685
2022-06-14,23949.855086203854,13804.468834059353,1852.4338171411882,20.0,0.3131070409358276,4,3.3980745020880323,1.0647647647647647,-7707.047564996687,6,0.5763904952398363,0.07734634762814367,-32.1799340215477,1197.4927543101926,12.928858707170996,2022,2,165,1,0,25720.491179792552,-9277.400521941943,-7.394107614485512
2022-06-15,27039.769222636605,16460.67757198769,2587.6960597241346,21.0,0.29671281927349014,3,3.5821164228317315,1.0652652652652654,-8808.604409075218,6,0.6087580643331628,0.09569963554118723,-32.57647776705509,1287.6080582207908,10.449360588939964,2022,2,166,2,0,25574.7172855655,-11199.332693763985,12.901598466091247
2022-06-16,22300.258368879644,12916.964456337017,2450.0869514827054,22.0,0.2802306751992165,3,3.261763075020832,1.0657657657657658,-10666.793038940079,6,0.5792293632957562,0.10986809708455395,-47.832598450185465,1013.6481076763474,9.101823245654332,2022,2,167,3,0,25355.19668397215,-6990.942761720609,-17.527926421018535
2022-06-17,26678.3396659988,16284.760122770404,2344.271164481967,21.0,0.26366549272800816,4,4.0065802480920745,1.0662662662662663,-8750.69162125357,6,0.6104113047006865,0.08787170393027532,-32.80073546858021,1270.3971269523238,11.380227710088365,2022,2,168,4,0,26679.698501993917,-10439.817108886487,19.63242409437209
2022-06-18,25020.31917165431,14552.848247249538,1355.360921935909,19.0,0.24702218048093705,3,3.1898961338694027,1.0667667667667668,-6087.889997531136,6,0.5816411912017716,0.05417040896390348,-24.331783922357584,1316.8589037712795,18.46026306846513,2022,2,169,5,0,27981.358072156054,-5734.788800208742,-6.214856378253608
2022-06-19,24953.87685513123,14763.642706276196,3109.6666575299005,23.0,0.23030567023061246,3,1.9520287062076231,1.0672672672672672,-11319.432508674865,6,0.5916372350471213,0.12461657463419212,-45.361418485750306,1084.9511676144014,8.024614726696408,2022,2,170,6,0,28775.555573134974,-8877.201402036982,-0.2655534330607279
2022-06-20,23783.92457996982,14122.809790862937,3012.4616367305835,21.0,0.21352091543979507,1,3.380510803480287,1.067767767767768,-10151.346847623703,6,0.5937964419361129,0.12665956901274392,-42.68154657777924,1132.56783714142,7.895179241446689,2022,2,171,0,0,25862.128714770763,-6763.283247929896,-4.688458959517694
2022-06-21,26183.59964851966,16198.068148784148,2083.8199827943827,21.0,0.19667288979357758,1,1.6060178773013774,1.0682682682682683,-8898.288483058872,6,0.6186341208321957,0.07958493143673603,-33.98420615387752,1246.8380785009363,12.565192706045416,2022,2,172,1,0,23949.855086203854,-7707.047564996687,10.089483173734838
2022-06-22,24958.129587825482,15434.104974666496,2098.7234968334596,21.0,0.1797665857255622,3,3.7830165047131117,1.0687687687687688,-9374.698883674473,6,0.6183999053436767,0.08408977481458435,-37.56170449666801,1188.482361325023,11.89205230011583,2022,2,173,2,0,27039.769222636605,-8808.604409075218,-4.6802963578136625
2022-06-23,25078.119572161213,14424.013055073536,2185.146258176193,20.0,0.16280701293851738,3,2.7165598157738917,1.0692692692692694,-7531.039741088516,6,0.5751632618852883,0.08713357681737374,-30.030320732055976,1253.9059786080607,11.476632046173593,2022,2,174,3,0,22300.258368879644,-10666.793038940079,0.48076513071020344
2022-06-24,21221.04432877218,12760.093652763231,1433.8428631406646,22.0,0.14579919691987403,4,3.63068828393264,1.0697697697697697,-10572.892187131716,6,0.6012943309987192,0.0675670264350098,-49.822676129075546,964.592924035099,14.800118530624738,2022,2,175,4,0,26678.3396659988,-8750.69162125357,-15.380241059503941
2022-06-25,26581.09343200147,15593.866131826297,4019.831180789425,22.0,0.1287481774525807,2,4.551259985219684,1.0702702702702704,-10632.60388061425,6,0.5866525457922868,0.15122896246058395,-40.00062641446293,1208.2315196364304,6.612489986900744,2022,2,176,5,0,25020.31917165431,-6087.889997531136,25.25817777950712
2022-06-26,27671.17051422519,15973.449853197446,3549.6017658953433,18.0,0.11165900712169492,4,2.7410010437856,1.0707707707707708,-6251.881104867601,6,0.5772596372454074,0.1282779766786723,-22.593482634403323,1537.2872507902882,7.795570415839444,2022,2,177,6,0,24953.87685513123,-11319.432508674865,4.1009489884692
2022-06-27,28794.93800920123,17168.45428030855,3337.2992878164273,20.0,0.09453674981720026,2,4.349005006809694,1.0712712712712713,-7710.8155589237485,6,0.5962316805412982,0.11589881828361692,-26.77837179736178,1439.7469004600614,8.628215669575612,2022,2,178,0,0,23783.92457996982,-10151.346847623703,4.061149109678364
2022-06-28,26309.37955895691,15631.386341146235,1898.3530863903175,21.0,0.07738647923346281,3,3.1532883466510775,1.0717717717717719,-8020.359868579644,6,0.5941373990259912,0.07215499256211201,-30.484792887672445,1252.8275980455671,13.859054855271259,2022,2,179,1,0,26183.59964851966,-8898.288483058872,-8.631928464128237
2022-06-29,22923.6297650765,14967.53610221866,3205.995251556407,22.0,0.060213277365793266,3,4.902555841652468,1.0722722722722722,-12849.901588698567,6,0.6529304589023366,0.1398554803236549,-56.05526576892734,1041.983171139841,7.15023821509025,2022,2,180,2,0,24958.129587825482,-9374.698883674473,-12.868983802119892
2022-06-30,25832.34951638739,15715.889622512781,2784.331581269213,24.0,0.04302223300453128,3,3.207877909441429,1.072772772772773,-11867.871687394605,6,0.6083801867322606,0.10778468212900665,-45.941898083509315,1076.3478965161412,9.277756173211216,2022,2,181,3,1,25078.119572161213,-7531.039741088516,12.688739877234623
2022-07-01,24693.18651529505,14127.10315879991,3416.060864816194,20.0,0.02581844022713244,2,2.827605611594647,1.0732732732732733,-8849.977508321055,7,0.5721053113193606,0.138340220396435,-35.839754836174535,1234.6593257647523,7.228555781784555,2022,3,182,4,0,21221.04432877218,-10572.892187131716,-4.40983117067878
2022-07-02,25981.738197226536,15306.655916250449,2746.05499137359,20.0,0.0086069968886885,3,4.049790760316231,1.0737737737737738,-8070.972710397504,7,0.58913132755238,0.10569173511519418,-31.064021387372204,1299.0869098613268,9.461477748568445,2022,3,183,5,0,26581.09343200147,-10632.60388061425,5.2182478803752375
2022-07-03,27099.8958052877,16770.62913088732,2982.4004249106533,20.0,-0.008606996888687764,4,3.1513682163010914,1.0742742742742744,-8653.133750510273,7,0.6188447827026351,0.11005209932684432,-31.930505610364317,1354.9947902643848,9.086605399776108,2022,3,184,6,0,27671.17051422519,-6251.881104867601,4.30362895497316
2022-07-04,26973.450059466108,17228.291422114627,3114.1790228985365,20.0,-0.025818440227131704,3,2.826840388696793,1.074774774774775,-9369.020385547057,7,0.6387129337972286,0.11545349282472085,-34.734230752432346,1348.6725029733054,8.661496292002008,2022,3,185,0,0,28794.93800920123,-7710.8155589237485,-0.46659126193732137
2022-07-05,25497.681723952504,14505.617378252524,1711.8268550718649,21.0,-0.04302223300453054,3,3.117728119436967,1.0752752752752754,-7519.762509371885,7,0.5688994605586419,0.0671365684772736,-29.491945937609792,1214.1753201882145,14.895012102659225,2022,3,186,1,0,26309.37955895691,-8020.359868579644,-5.471188640163193
2022-07-06,25111.02947604523,14126.655493057615,3565.8469986355744,23.0,-0.06021327736579253,4,3.464314774253599,1.0757757757757758,-10981.473015647958,7,0.5625677555965516,0.14200321822875597,-43.73167187798405,1091.7838902628362,7.042093922048154,2022,3,187,2,0,22923.6297650765,-12849.901588698567,-1.5164211872017108
2022-07-07,25120.828067228358,16007.979428022905,2897.7186992455863,19.0,-0.07738647923346208,4,4.573744104995884,1.0762762762762763,-8984.870060040133,7,0.6372393212987387,0.1153512412684292,-35.766615797834476,1322.1488456435977,8.669174158888682,2022,3,188,3,0,25832.34951638739,-11867.871687394605,0.03902106519557691
2022-07-08,24429.35564387934,14852.420475013054,2757.231807436931,22.0,-0.09453674981719774,3,1.9527298036323382,1.0767767767767769,-10780.296638570646,7,0.6079743031918347,0.11286551506436243,-44.12845265229744,1110.42525653997,8.860102214832779,2022,3,189,4,0,24693.18651529505,-8849.977508321055,-2.7525861070283986
2022-07-09,25359.150534206554,14781.343954585749,2411.5982440323196,18.0,-0.11165900712169419,2,3.5184645271603365,1.0772772772772774,-6233.791664411515,7,0.5828800903503226,0.09509775340381979,-24.582020821252875,1408.8416963448085,10.515495521262578,2022,3,190,5,0,25981.738197226536,-8070.972710397504,3.8060557301689224
2022-07-10,25613.079932746325,15635.162502709012,3190.671110370515,21.0,-0.1287481774525817,4,3.9999228757232346,1.077777777777778,-10012.753680333202,7,0.6104366418940291,0.12457194209944435,-39.092345421262266,1219.6704729879202,8.027489843593443,2022,3,191,6,0,27099.8958052877,-8653.133750510273,1.0013324310577776
